word,definition,language,link,source
pamólas,"Freq. of bólas. To say ""bólas"", often used in contempt or anger. (see pamilát-to say ""bilát"").",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamolas/,PinoyDictionary-Hiligaynon
pamólo,"Freq. of pólo-the handle of a bolo. To make a handle for a bolo, grasp a bolo by the handle, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamolo/,PinoyDictionary-Hiligaynon
"pamópò, pamôpô","Freq. of pópò-to pluck, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamopo-pamopo/,PinoyDictionary-Hiligaynon
pamórda,"Freq. of bórda-to embroider, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamorda/,PinoyDictionary-Hiligaynon
pamoróg-poróg,"To be in a hurry, do at once, do forthwith, be anxious about, dispatch quickly. (see pólog, pórog).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamorog-porog/,PinoyDictionary-Hiligaynon
pamorókpok,To flower (of mango trees). See pamarókpok.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamorokpok/,PinoyDictionary-Hiligaynon
pamósò,"Freq. of pósò. Nagapamósò na ang ságing. The bananas are now budding. Nagapamósò silá sing maís. They are gathering corn-cobs and making them up into bunches. (see pósò, posô).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamoso/,PinoyDictionary-Hiligaynon
pamostúra,"Freq. of postúra. Bearing, carriage, gait, posture, behaviour, outward appearance, way or manner of dressing, walking, etc. (see pamáyhon).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamostura/,PinoyDictionary-Hiligaynon
pamotó,"Freq. of botó-to breed (of birds, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamoto/,PinoyDictionary-Hiligaynon
pamotón,Freq. of botón. To put or sew buttons on a garment.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamoton/,PinoyDictionary-Hiligaynon
pamotónes,"Freq. of botónes-button up, to button, fasten the buttons of a garment.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamotones/,PinoyDictionary-Hiligaynon
pamóyboy,"Freq. of bóyboy-to chide, expostulate with, remonstrate with, complain of ingratitude, enumerate another's faults and criticize them, censure, find fault with, carp, cavil. Dáyon gid lámang silá nagapamoybóyay (nagapamoyboyáy, nagaboyboyánay). They are constantly finding fault with each other.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamoyboy/,PinoyDictionary-Hiligaynon
pamóypoy,See pamúypuy.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamoypoy/,PinoyDictionary-Hiligaynon
pamúad,"Freq. of búad-to increase, multiply, procreate, augment, be prolific.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuad/,PinoyDictionary-Hiligaynon
pamuág-puág,"(B) Freq. of puág-puág-to stand idle, have nothing to do, kill time, lean lazily against a wall, etc. (see panindógtíndog).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuag-puag/,PinoyDictionary-Hiligaynon
pamúbud,See pamóbod. (búbud-bóbod).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamubud/,PinoyDictionary-Hiligaynon
pamúdlat,"To stare at, glare at, look at with goggle-eyes. Pamudlatí ang bátà sa pagpáhug sa íya. Look fierce at the boy in order to frighten (scare, intimidate) him.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamudlat/,PinoyDictionary-Hiligaynon
pamúdlus,"To slip, escape from. (see púdlus, palús, pamalús).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamudlus/,PinoyDictionary-Hiligaynon
pamudyawí,"Freq. of budyawí. To put forth a spike of flowers at the top, said of maize or corn.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamudyawi/,PinoyDictionary-Hiligaynon
pamúdyot,"Freq. of púdyot. To take up a little between the fingers, as when examining cereals, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamudyot/,PinoyDictionary-Hiligaynon
pamuérsa,"Freq. of puérsa. To use force, to force, make great efforts, apply one's whole strength. (see panikasúg, paningúhà, pamurúg-ot, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuersa/,PinoyDictionary-Hiligaynon
pamúgaw,"Freq. of búgaw-to drive off, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugaw/,PinoyDictionary-Hiligaynon
pamúgkos,"Freq. of búgkos. To bind up in a bundle or package, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugkos/,PinoyDictionary-Hiligaynon
pamúgo,"Freq. of púgo. To gather, collect; put chickens in a basket or pen.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugo/,PinoyDictionary-Hiligaynon
pamúgon,"Freq. of púgun-to work for a daily wage, be a journeyman, unskilled workman or labourer. Ang pagpamúgon amó ang íya pangítà. He earns his living as an ordinary workman. Dílì mo pagpapamúgnon ang mga matámad magpangabúdlay, kóndì ang mga mapísan. Don't engage labourers that are lazy at work, but such as are diligent (assiduous). (see palamúgnan).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugon/,PinoyDictionary-Hiligaynon
pamúgtak,"Freq. of púgtak-to dot, spot; to embroider.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugtak/,PinoyDictionary-Hiligaynon
pamugták-púgtak,Dim. of pamúgtak.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugtak-pugtak/,PinoyDictionary-Hiligaynon
pamúgtaw,"Freq. of búgtaw-to awake, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugtaw/,PinoyDictionary-Hiligaynon
pamúgtò,"Freq. of búgtò-to break, snap, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamugto/,PinoyDictionary-Hiligaynon
pamúhat,"Freq. of búhat-to do, act, work, bring about.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuhat/,PinoyDictionary-Hiligaynon
"pamúhì, pamuhî","Freq. of búhì, buhî-to release, etc.; to live, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuhi-pamuhi/,PinoyDictionary-Hiligaynon
pamúhin,"Freq. of búhin-to diminish, take away from, decrease.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuhin/,PinoyDictionary-Hiligaynon
pamuhís,"Freq. of buhís-to pay a tax, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuhis/,PinoyDictionary-Hiligaynon
pamukâ,"Freq. of bukâ-to open, cut open, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuka/,PinoyDictionary-Hiligaynon
pamúka,"To rise early in the morning, get up early. Namúka lang kamí kay mabúgnaw ang paglakát sa kaagáhon. We rose early, for it is fresh walking in the morning. (see púka).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuka/,PinoyDictionary-Hiligaynon
pamukád,"Freq. of bukád. To spread, open out as the petals of a flower.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamukad/,PinoyDictionary-Hiligaynon
pamúkad,"Freq. of búkad-to disclose, open (boxes, trunks, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamukad/,PinoyDictionary-Hiligaynon
pamukádkad,"Freq. of bukádkad-to blossom, bloom, flower.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamukadkad/,PinoyDictionary-Hiligaynon
pamukál,"Freq. of bukál-to seethe, boil.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamukal/,PinoyDictionary-Hiligaynon
pamukás,Freq. of bukás-to open.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamukas/,PinoyDictionary-Hiligaynon
pamúklad,"Freq. of ^búklad-to open, unfold, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuklad/,PinoyDictionary-Hiligaynon
pamulá,"To redden, turn red, blush. (see pulá).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamula/,PinoyDictionary-Hiligaynon
pamulád,"Freq. of bulád-to spread (to dry in the sun, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulad/,PinoyDictionary-Hiligaynon
pamúlag,"(H) Freq. of púlag. To remonstrate, expostulate with, scold, talk loudly and excitedly, speak in anger. Anáno ang ímo ginapamúlag? What is the reason of your using strong language? Why are you talking so excitedly? (see pamúrag, pamúsa, pamulúgsò, puyas, pamuyáyaw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulag/,PinoyDictionary-Hiligaynon
pamulág,"Freq. of bulág-to separate, divorce from, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulag/,PinoyDictionary-Hiligaynon
pamulág-púlag,"Dim. of pamúlag. Ginpamulágpulágan níya akó. He spoke to me angrily, roughly. He scolded me rather severely.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulag-pulag/,PinoyDictionary-Hiligaynon
"pamúlak, pamulák","To flower, blossom, bloom; cover with flowers. (see búlak, pamulákan).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulak-pamulak/,PinoyDictionary-Hiligaynon
pamulákan,"Garden, flower-garden, park. (búlak).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulakan/,PinoyDictionary-Hiligaynon
pamulálong,Freq. and Caus. of mulálong. Ipamulálong mo sa íya iníng sulát. Let him read through this letter carefully. Namulálong (Nagmulálong) siá sang amó nga laráwan sa dakû nga katingála. He looked at that picture with great wonder. He gazed at that very picture in high admiration.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulalong/,PinoyDictionary-Hiligaynon
pamulán,"To take a walk or stroll by moonlight; to seek the society of young maidens. In this latter sense see panalága,  (búlan).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulan/,PinoyDictionary-Hiligaynon
pamúlang,"Freq. of búlang-to participate in cock-fighting, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulang/,PinoyDictionary-Hiligaynon
"pamulanón, pamulánon","Menstruation, monthly discharge, menses, catamenia. (see búlan, régla, tuíd).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulanon-pamulanon/,PinoyDictionary-Hiligaynon
pamulásik,"To fly off, jump off, be propelled or hurled to a great distance. (see ásik, ágsik, ápok, lásik).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulasik/,PinoyDictionary-Hiligaynon
pamúlhug,"Freq. of búlhug-to throw; push, drag. Pinamúlhug níya ang patáy nga idô sa búhò kag tinampokán sang dútà. He dragged the dead dog to the hole and covered it with earth.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulhug/,PinoyDictionary-Hiligaynon
pamulingót,"To frown, be displeased, angry. See bulingót, pamalingót.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulingot/,PinoyDictionary-Hiligaynon
pamúlo,"To grasp, grip (by the handle, as a hammer, bolo, etc.). (see púlo, pamólo).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulo/,PinoyDictionary-Hiligaynon
pamúlong,"(H) Freq. of púlong-to say, speak, utter.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulong/,PinoyDictionary-Hiligaynon
pamulúd,"Freq. of pulúd-to fell, hew down, lay low.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulud/,PinoyDictionary-Hiligaynon
pamulug-atón,"Hard or heavy work, drudgery; to work hard, drudge, make great physical exertions. (see búg-at).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulug-aton/,PinoyDictionary-Hiligaynon
pamulúg-ot,"To exert oneself, etc. See pamurúg-ot.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulug-ot/,PinoyDictionary-Hiligaynon
pamulúgnan,"(H) Work, job, position, situation, employment, (see púgon, pulúgnan, palamúgnan, alagarán).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulugnan/,PinoyDictionary-Hiligaynon
pamulúgsò,"(H) To gesticulate wildly and talk angrily or excitedly, complain, give utterance to displeasure or dissatisfaction, use violent language. (see pamúlag, pamúrag, pamúsa, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulugso/,PinoyDictionary-Hiligaynon
pamúlung,"(H) Freq. of búlung-to spin, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulung/,PinoyDictionary-Hiligaynon
pamúlung,(H) See pamúlong.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulung/,PinoyDictionary-Hiligaynon
pamulúng,"Freq. of bulúng. To doctor, be a physician, practise medicine, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulung/,PinoyDictionary-Hiligaynon
pamulúng,"To stare at, to gape, etc. See pamalúng.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulung/,PinoyDictionary-Hiligaynon
pamulúngon,"(H) Speech, utterance, say, flow; of words; to speak, say. (see himulúngon, pululungón).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulungon/,PinoyDictionary-Hiligaynon
pamulús-ónon,"(H) Stool, faeces, excrements. Matíg-a nga palamús-ónon. A hard stool. (see pús-on).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulus-onon/,PinoyDictionary-Hiligaynon
pamúlut,"(H) Freq. of púlut-to take up, lift up, raise from the ground.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamulut/,PinoyDictionary-Hiligaynon
pamúnak,Freq. of búnak-to wash clothes. (see mamumunák).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunak/,PinoyDictionary-Hiligaynon
pamúnga,Freq. of búnga-to bear fruit.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunga/,PinoyDictionary-Hiligaynon
pamúngkag,"Freq. of búngkag-to undo, destroy, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamungkag/,PinoyDictionary-Hiligaynon
pamungós,To make up into a knot or chignon. (see pungós).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamungos/,PinoyDictionary-Hiligaynon
pamungúl,"Freq. of bungúl-to be or become deaf, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamungul/,PinoyDictionary-Hiligaynon
pamunít,Freq. of bunít-to fish with line and hook.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunit/,PinoyDictionary-Hiligaynon
pamúnlaw,"Freq. of búnlaw-to rinse, etc. Also: to wash oneself with clean or sweet water, as after a bath in the sea or the like.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunlaw/,PinoyDictionary-Hiligaynon
pamúnò,"Beginning, start, commencement; heading, title (of a book), introduction, exordium, opening sentences (of a discourse, etc.); to commence, start, begin, enter upon, lead off. (see púnò).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuno/,PinoyDictionary-Hiligaynon
pamunô,"Freq. of bunô-to stab, stick, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuno/,PinoyDictionary-Hiligaynon
pamunô,"Freq. of punô-to fill, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuno/,PinoyDictionary-Hiligaynon
pamunóan,"To visit (inspect) the ""bunóan"" of a fish-corral (in order to catch the fish that may have entered).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunoan/,PinoyDictionary-Hiligaynon
pamúnong,"Freq. of púnong-to enclose, confine; build a dam or dyke.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunong/,PinoyDictionary-Hiligaynon
pamunsyón,"To go to-, assist at-, partake of-, a banquet, etc. (see punsyón, panábad, pamadô).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunsyon/,PinoyDictionary-Hiligaynon
pamúntug,Freq. of búntug-to strike (of snakes).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuntug/,PinoyDictionary-Hiligaynon
pamúnyag,Freq. of búnyag-to water; to baptize.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamunyag/,PinoyDictionary-Hiligaynon
pamúrag,"(B) See pamúlag, pamúsa, pamulúgsò, pamúyas-to scold, fume, bluster, rage, thunder, storm, berate, vituperate.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamurag/,PinoyDictionary-Hiligaynon
pamuríg-ot,See pamurúg-ot.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamurig-ot/,PinoyDictionary-Hiligaynon
pamurúg,"To be indignant, cross, offended; to scold, chide, rebuke harshly. (see púgwat, pamúyas, pamuyáyaw, ákig, súnggud).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamurug/,PinoyDictionary-Hiligaynon
pamurúg-ot,"(B) To use all one's strength, make great efforts, apply force to. (see pamuérsa, pamurús, pamulúg-ot).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamurug-ot/,PinoyDictionary-Hiligaynon
pamúrung,(B) See pamúlung.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamurung/,PinoyDictionary-Hiligaynon
pamurús,"(B) Freq. of purús. To use force, etc. See pamuérsa, pamurúg-ot.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamurus/,PinoyDictionary-Hiligaynon
pamús-on,"Evacuation, stool; to evacuate the bowels, to go to stool, go to-the places,-the W.C. Maíwat nga pamús-on. Difficulties of evacuation. (see pús-on).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamus-on/,PinoyDictionary-Hiligaynon
pamúsa,"To scold loudly, talk in an angry voice, show displeasure by using strong or violent language. (see pamulúgsò, pamúrag, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusa/,PinoyDictionary-Hiligaynon
pamúsbus,"Freq. of búsbus-to cut open, etc. Also: to perform a surgical operation, be a surgeon, practise surgery, operate upon.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusbus/,PinoyDictionary-Hiligaynon
pamusí-musí,"To gape, stare in wonder, look about with wide open eyes, show surprise or disappointment by opening the eyes wide. (see pamúlung).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusi-musi/,PinoyDictionary-Hiligaynon
pamusíkad,"Freq. of busíkad-to part asunder, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusikad/,PinoyDictionary-Hiligaynon
pamusíl,"Freq. of pusíl-to shoot, fire, fire a rifle, let off, discharge a firearm, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusil/,PinoyDictionary-Hiligaynon
pamusílang,"To wear spectacles or glasses; to use a magnifying glass or lens. (see siláng, tagosílang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusilang/,PinoyDictionary-Hiligaynon
"pamúsin, pamúsing, pamusíngal","Freq. and Caus. of músin, músing, musíngal, respectively and meaning: to soil, stain, dirty.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusin-pamusing-pamusingal/,PinoyDictionary-Hiligaynon
pamusísì,"Curiosity; inquiry, investigation, registration; to be curious; to inquire into, investigate, register, examine curiously or minutely. Freq. of busísì.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusisi/,PinoyDictionary-Hiligaynon
pamúskad,"(H) Freq. of búskad-to open, as a flower, etc.; to bloom, blossom. (see pamúkad, pamukádkad).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuskad/,PinoyDictionary-Hiligaynon
pamúskag,See pamúskad. (búskag-búskad).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuskag/,PinoyDictionary-Hiligaynon
pamúslut,"Freq. of púslut-to slip out of, escape. (see pamalús, púdlus, pamúdlus).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuslut/,PinoyDictionary-Hiligaynon
pamúsud,"Freq. of púsud-corner, nook, angle.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusud/,PinoyDictionary-Hiligaynon
pamusúg,"Fulness, satiety, etc.; to be full; to be stiff and painful, cause cramps, etc. (see busúg, palamusúg).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusug/,PinoyDictionary-Hiligaynon
pamúsung,"Freq. of búsung. Gravidity, pregnancy; to be big with child, be pregnant, bear a child.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamusung/,PinoyDictionary-Hiligaynon
pamút-an,"From pamuút, buút. Ginpamút-an (ginpangbút-an) sang mga ginikánan ang íla mga kabatáan, agúd nga índì na magbulúthò (mageleskwéla). The parents wished (desired, ordered, ruled) that their children should not go to school any longer.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamut-an/,PinoyDictionary-Hiligaynon
pamút-an,"From puút, pamuút-to stop, put an end to, etc. Ginpamút-an níla ang pagsugilánon sang pagkabatî níla sang binásal sang mga linggánay. They stopped talking when they heard the peal of the bells. Ginpamút-an níla ang íla mga kaáway. They stopped (halted, ambushed, waylaid) their enemies (on the road).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamut-an/,PinoyDictionary-Hiligaynon
pamúta,"Harlotry, prostitution; to follow the customs or manners of a prostitute, be a prostitute, be a bad woman. (see púta).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuta/,PinoyDictionary-Hiligaynon
pamutá,"To divide, distribute, etc. See pamutáputá.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuta/,PinoyDictionary-Hiligaynon
pamutá-púta,Freq. of pamúta.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuta-puta/,PinoyDictionary-Hiligaynon
pamutá-putá,"Freq. of putáputá. Division, distribution; to divide, distribute; to be dispersed, distributed, scattered one by one, be wide apart, to straggle, be at a considerable distance from each other or from others.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuta-puta/,PinoyDictionary-Hiligaynon
pamutáltag,"Lying about in disorder, in confusion, higgledy-piggledy, badly arranged, slovenly; to leave things lying about in disorder, to be badly arranged, be slovenly, untidy, pell-mell. Indì kamó magpamutáltag sang mga galamitón dirí sa balatonán. Don't let the furniture in the reception room be scattered about (lie about in disorder). Ginpamutáltag níla ang íla kasangkápan sa salúg. They left their tools-lying in disorder on the floor,-strewn about the floor. Dílì mo pagpamutaltagón ang mga butáng sa sulúd sang hulút. Don't turn the things in the room topsy-turvy. (see dúm-ok, hál-id, sáprat, damák).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutaltag/,PinoyDictionary-Hiligaynon
pamutáng,"Freq. of butáng-to put, place, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutang/,PinoyDictionary-Hiligaynon
pamutáy,Freq. of putáy.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutay/,PinoyDictionary-Hiligaynon
pamúthò,"Freq. of búthò-to visit, go to school, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutho/,PinoyDictionary-Hiligaynon
pamutí,"An epidemic of smallpox, etc. See butí.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuti/,PinoyDictionary-Hiligaynon
pamutî,"Freq. of putî-to be or become white, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuti/,PinoyDictionary-Hiligaynon
pamutíg,"Freq. of butíg-to tell a lie, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutig/,PinoyDictionary-Hiligaynon
pamútò,Freq. of bútò.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuto/,PinoyDictionary-Hiligaynon
pamúto,"Freq. of púto. Bankruptcy, insolvency; to be or become bankrupt.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuto/,PinoyDictionary-Hiligaynon
pamúto,"Freq. of púto. To make rice-cakes called ""púto"", etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuto/,PinoyDictionary-Hiligaynon
pamutók,"Freq. of butók-to lay down, throw down, force to the ground (and bind); to make a package or bundle of.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutok/,PinoyDictionary-Hiligaynon
pamutók,"Freq. of putók-to kink, form kinks, twists or coils, to twist, coil.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutok/,PinoyDictionary-Hiligaynon
pamútong,"Freq. of bútong-to pull, drag, haul. Also: confiscation, sequestration (of property); to confiscate, sequestrate, embargo, requisition, impound.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutong/,PinoyDictionary-Hiligaynon
pamútot,"To form-, develop-, fruit, etc. (see pútot).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutot/,PinoyDictionary-Hiligaynon
pamutúl,"Freq. of putúl-to maim, lop or cut off part of a limb, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamutul/,PinoyDictionary-Hiligaynon
pamúung,"Freq. of búung-to break, smash, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuung/,PinoyDictionary-Hiligaynon
pamuút,"Freq. of buút-to will, etc. Also: ruling, sway, management, government; to be master, ruler, boss; to rule, govern, hold sway, impose one's will upon. (see pangbuút).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuut/,PinoyDictionary-Hiligaynon
pamúut,"Freq. of búut-to wrap in leaves, etc., in order to force the ripening of fruits.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuut/,PinoyDictionary-Hiligaynon
pamúut,"Freq. of púut-to stifle, suffocate, choke.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuut/,PinoyDictionary-Hiligaynon
pamuút,"Freq. of puút-to stop, put an end to, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuut/,PinoyDictionary-Hiligaynon
pamúy-an,"From pamúhì-to release, etc. Pinamúy-an (napamúy-an, namúy-an) silá. They were-set free,-released.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuy-an/,PinoyDictionary-Hiligaynon
pamúyas,"Scolding, vituperation, abusive language; to scold, abuse in strong language, to fume, berate, vituperate. (see púyas, pamúrag).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyas/,PinoyDictionary-Hiligaynon
pamuyáyaw,"Freq. of buyáyaw-to curse and swear, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyayaw/,PinoyDictionary-Hiligaynon
pamúylog,"Freq. of búylog-to go along with, accompany, sympathize with, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuylog/,PinoyDictionary-Hiligaynon
pamuyó,"Freq. of buyó-to accustom, habituate, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyo/,PinoyDictionary-Hiligaynon
pamuyô,"Freq. of puyô-to live, stay, reside, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyo/,PinoyDictionary-Hiligaynon
pamúyok,"Freq. of búyok,-to incline, bend; to move, prevail upon, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyok/,PinoyDictionary-Hiligaynon
pamúyong,"(B) To be quiet, make no stir, etc. See pahimúyong, pahimúnong.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyong/,PinoyDictionary-Hiligaynon
pamuyóng,"Brigandage, life and practices of brigands or robbers; to follow the profession of a brigand, to rob, plunder, sack, ravage, kill, be a gangster, etc. (see buyúng).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyong/,PinoyDictionary-Hiligaynon
pamúyos,"Freq. of púyos-to tie, bind up, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuyos/,PinoyDictionary-Hiligaynon
"pamúypuy, palamúypuy","Freq. of púypuy, póypoy-to weaken, etc. Weakness, debility; to be or become weak, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/pamuypuy-palamuypuy/,PinoyDictionary-Hiligaynon
