word,POS symbol,POS word,meaning,sentiment score,sentiment
nipa,NN,noun,a palm tree of the species nypa fruticans.,0.0,Neutral
nípa,NN,noun,"nipa palm, swampy palm.",0.0,Neutral
nipiś,JJ,adjective,"thin, reduced in volume.",0.0,Neutral
nipiś,NN,noun,,0.0,Neutral
nipiś,VB,verb,"to be thinner, to reduce in volume or thickness.",0.0,Neutral
nipúlun,JJ,adjective,"round, circular, spherical.",0.0,Neutral
níwang,JJ,adjective,"lean, thin, of animals and people.",0.0,Neutral
níwang,VB,verb,"to reduce in weight, to become thinner.",0.0,Neutral
níya,PRP,pronoun,"her, his, its (third person singular post-position source pronoun).",0.0,Neutral
niyúg,NN,noun,coconut.,0.0,Neutral
nobéla,NN,noun,novel.,0.318,Positive
nobyémbre,NN,noun,november.,0.0,Neutral
nóbyo,NN,noun,"sweetheart, groom.",0.649,Positive
nónong,NN,noun,"endearment term for young boys, especially the second oldest in the family.",0.0,Neutral
nónoy,NN,noun,"endearment term for young boys, especially the youngest in the family.",0.0,Neutral
nú,PRP,pronoun,tag question word from anú.,0.0,Neutral
nubú’,JJ,adjective,short in height.,0.0,Neutral
numero,NN,noun,the sign ⟨ № ⟩.,0.0,Neutral
número,NN,noun,number.,0.077,Positive
núsnus,VB,verb,to rub hard.,-0.103,Negative
nwébe,CD,numeral,nine.,0.0,Neutral
nyébe,NN,noun,snow.,0.0,Neutral
o,CC,conjunction,or.,0.0,Neutral
o,RP,particle,"okay, oh.",0.226,Positive
obíspo,NN,noun,bishop.,0.0,Neutral
óbra,NN,noun,"work, job, assignment.",0.0,Neutral
óbra,VB,verb,"to work, to do a job.",0.0,Neutral
okra,NN,noun,"the edible immature mucilaginous seed pod (properly, capsule) of the abelmoschus esculentus.
1679, thomas trapham, a discourse of the state of health in the island of jamaica..., pages 59–60:...as a food easy of digestion may well be admitted likewise the young ocra an agreeable food as well for the species as individual, dressed variously according to pleasure...
1940, farmers' bulletin, number 232, page 7:select young okra, wash thoroughly, remove the stems, and wipe the okra dry.
1997, lisette verlander et al., the cookin' cajun cooking school cookbook, page 25:wash and dry okra, remove stems, and slice in one-inch rounds. (if using frozen okra, do not wash.) heat two tablespoons oil in a heavy saucepan other than black iron. saute okra in oil and vinegar, stirring often until ropiness is gone.
2006, francis n. wiltz, in the kitchen with papa wiltz, page 1:i hated cooking okra because it was so slimy when you first start.",0.844,Positive
okupádo,JJ,adjective,"busy, occupied.",0.0,Neutral
ónse,CD,numeral,eleven.,0.0,Neutral
operá,VB,verb,"to operate, to be operated on.",0.0,Neutral
opisína,NN,noun,office.,0.0,Neutral
opisyál,NN,noun,official.,0.0,Neutral
óras,NN,noun,"time;  clock, watch, time piece.",0.0,Neutral
orasyón,NN,noun,"angelus, toll of bells come six o’clock in the afternoon.",0.0,Neutral
órden,NN,noun,cincture of priests on the head.,0.0,Neutral
órden,VB,verb,"to ordain, to bestow the cincture, so as to become a priest.",0.0,Neutral
ordináryo,JJ,adjective,"common, ordinary.",0.0,Neutral
órgano,NN,noun,organ.,0.0,Neutral
ospitál,NN,noun,hospital.,0.0,Neutral
osyóso,JJ,adjective,"curious, nosy.",0.318,Positive
otél,NN,noun,hotel.,0.0,Neutral
otsénta,CD,numeral,eighty.,0.0,Neutral
ótso,CD,numeral,eight.,0.0,Neutral
pa,RP,particle,"still, yet.",0.0,Neutral
paa,NN,noun,(international standards) iso 639-2 & iso 639-5 language code for papuan languages.,0.0,Neutral
paabat,VB,verb,causative of ábat,0.0,Neutral
paabay,VB,verb,causative of abáy,0.0,Neutral
paagaw,VB,verb,causative of ágao,0.0,Neutral
paalam,DT,determiner,causative of álam,0.0,Neutral
paalam,NN,noun,causative of álam,0.0,Neutral
paalam,VB,verb,causative of álam,0.0,Neutral
paboríto,NN,noun,favorite.,0.459,Positive
paboríto,JJ,adjective,favorite.,0.459,Positive
pabrika,NN,noun,factory,0.0,Neutral
pábrika,NN,noun,factory.,0.0,Neutral
pábu,NN,noun,turkey.,0.0,Neutral
padalá,NN,noun,"thing sent, package sent.",0.0,Neutral
padalá,VB,verb,to send.,0.0,Neutral
padáyun,VB,verb,"to go onward, to continue.",0.0,Neutral
pader,NN,noun,stone or concrete wall or fence,0.0,Neutral
padér,NN,noun,concrete wall.,0.0,Neutral
padíhut,VB,verb,"to contrive, to perform, to set up, to organize.",0.0,Neutral
padong,NN,noun,umbrella,0.0,Neutral
padugi,NN,noun,method,0.0,Neutral
padúgi’,VB,verb,"to manage, to find a way, to contrive.",0.0,Neutral
padúlung,VB,verb,"to go to, to go in the direction of, to head for.",0.0,Neutral
pádya’,NN,noun,"prize, reward.",0.791,Positive
pagáno,NN,noun,"heathen, pagan.",0.0,Neutral
pagká’un,NN,noun,food.,0.0,Neutral
pagkúha’,NN,noun formative,dá’an sang pápel.,0.0,Neutral
paglaum,NN,noun,hope,0.44,Positive
págsik,JJ,adjective,"brisk, active, enthusiastic.",0.758,Positive
págut,VB,verb,"to rave, to be furious, to gnash the teeth while asleep.",-0.572,Negative
pág’un,JJ,adjective,"strong, durable, firm, solid.",0.599,Positive
páha,NN,noun,"belt, waist band.",0.0,Neutral
pahalin,VB,verb,causative of hálin,0.0,Neutral
pahat,VB,verb,"a share; a portion of something, especially a portion given or allotted to someone",0.296,Positive
pahat-pahat,VB,verb,diminutive of páhat,0.0,Neutral
páhid,VB,verb,"to wipe clean, to wipe away, to dry with a cloth.",0.402,Positive
pahítu’,NN,noun,"technique, procedure, way, means.",0.0,Neutral
pahítu’,VB,verb,"to do, to find a way, to scheme, to process.",0.0,Neutral
páhug,VB,verb,"to frighten, to tease.",-0.572,Negative
pahulám,VB,verb,"to lend, to let.",0.0,Neutral
pahúway,NN,noun,"rest, relaxation.",0.527,Positive
pahúway,VB,verb,"to rest, to relax.",0.44,Positive
páhu’,NN,noun,mango.,0.0,Neutral
paka,NN,noun,frog,0.0,Neutral
pakarás,VB,verb,to harrow.,0.0,Neutral
pákaw,NN,noun,"hilt, handle.",0.0,Neutral
paká’,NN,noun,frog.,0.0,Neutral
paka’isá,NN,noun,first degree cousin.,0.0,Neutral
pakéte,NN,noun,"pack, package.",0.0,Neutral
páklang,NN,noun,"stem, branch.",0.0,Neutral
paklay,NN,noun,"a filipino dish made from various pork, goat, or beef tripe or offal (internal organs), with sautéed spices, such as julienned ginger, chilis (siling mahaba), bamboo shoots (labong), carrots, bell pepper, tomatoes, garlic, onions, and black pepper, among other ingredients, especially in the cuisine of central visayas and mindanao",0.0,Neutral
pákpak,NN,noun,"feather, wing.",0.0,Neutral
pákpak,VB,verb,to beat off as to brush off dust or ants from a dress.,0.0,Neutral
pákris,NN,noun,bruise.,0.0,Neutral
páksi’,VB,verb,"to tear off from something, to take out from a book, to pluck off a flower.",0.0,Neutral
pakút,NN,noun,"guess, venture.",0.0,Neutral
pakút,VB,verb,"to venture a guess, to guess.",0.0,Neutral
pakú’,NN,noun,sleeve.,0.0,Neutral
pákyaw,JJ,adjective,"wholesale, in bulk.",0.0,Neutral
pála,NN,noun,"shovel, spade.",0.0,Neutral
pala-,JJ,adjective formative,formative affix designating habitual state of being or repeated action.,0.0,Neutral
pálad,NN,noun,"fate, palm.",0.0,Neutral
palahubog,NN,noun,"drunkard, alcoholic
synonyms: palainom, hinginom",0.0,Neutral
palákpak,NN,noun,clapping of the hands.,0.0,Neutral
palákpak,VB,verb,to clap the hands.,0.0,Neutral
palaktakún,NN,noun,"riddle, problem.",-0.402,Negative
palamanúg,VB,verb,"to swell, to have black and blue marks.",0.0,Neutral
palangána,NN,noun,basin.,0.0,Neutral
palángga’,NN,noun,"beloved, sweetheart, favorite.",0.891,Positive
palángga’,VB,verb,"to love, to care for.",0.813,Positive
pálapála,NN,noun,trellis.,0.0,Neutral
palasárun,NN,noun,"project, plan.",0.0,Neutral
palásyu,NN,noun,palace.,0.0,Neutral
pálay,NN,noun,rice plant.,0.0,Neutral
paláyas,NN,noun,awning.,0.0,Neutral
pála’,VB,verb,"to erase with an eraser, to wipe out.",0.0,Neutral
pálhit,VB,verb,"to smear over, to plaster on to.",-0.361,Negative
palíbut,RB,adverb,around.,0.0,Neutral
pálid,VB,verb,to be blown away.,0.0,Neutral
paligu’,VB,verb,see ligu’.,0.0,Neutral
palíhug,VB,verb,to please.,0.318,Positive
palítu,NN,noun,tooth pick.,0.0,Neutral
pálpag,VB,verb,"to strike or hit with something, to drive a nail.",-0.128,Negative
pálsu,VB,verb,"to fail, to disappoint, to be unsuccessful.",-0.827,Negative
pálta,VB,verb,to be absent.,0.0,Neutral
paltéra,NN,noun,midwife.,0.0,Neutral
pálu,NN,noun,masthead of a ship.,0.0,Neutral
pálung,VB,verb,"to put out, to extinguish, to blow out.",0.0,Neutral
palús,VB,verb,"to slip off, to free from grip.",0.511,Positive
pamáhaw,NN,noun,"breakfast, snack.",0.0,Neutral
pamáhaw,VB,verb,"to eat breakfast, to eat a snack.",0.0,Neutral
pamalándung,VB,verb,"to meditate, to contemplate.",0.0,Neutral
pamángkut,NN,noun,question.,0.0,Neutral
pamángkut,VB,verb,to ask a question.,0.0,Neutral
pamantalá’an,NN,noun,newspaper.,0.0,Neutral
pamatán’un,NN,noun,youth.,0.0,Neutral
památbat,VB,verb,"to speak with authority, to lead a group in prayer, to sentence as a judge.",0.153,Positive
památi’,VB,verb,to listen.,0.0,Neutral
pamugún,VB,verb,"to earn, to work at a job.",0.0,Neutral
pamulúgsu’,VB,verb,to gesticulate wildly and talk angrily.,-0.421,Negative
pamulut,VB,verb,frequentative of púlut,0.0,Neutral
pamús’un,VB,verb,to move the bowels.,0.0,Neutral
pamuyayaw,VB,verb,frequentative of buyáyaw,0.0,Neutral
panaderíya,NN,noun,bakery.,0.0,Neutral
panagsarí’,NN,noun,predicate.,0.0,Neutral
panag’íya,VB,verb,"to own, to acquire, to obtain.",0.0,Neutral
panahún,NN,noun,"weather, climate.",0.0,Neutral
panakáyun,VB,verb,"to sail, to take the boat.",0.0,Neutral
panakot,NN,noun,a spice,0.0,Neutral
panákut,NN,noun,"ingredients, spice.",0.0,Neutral
panálgan,NN,noun,storey.,0.0,Neutral
panambítun,VB,verb,"to sigh, to mourn, to cry.",-0.7,Negative
panámkun,VB,verb,"to conceive, to crave for something while conceiving.",0.0,Neutral
pananglitan,NN,noun,"an analogy, example, or illustration",0.0,Neutral
pananglítan,CC,conjunction,"supposing, in case, if.",0.0,Neutral
panáptun,NN,noun,cloth.,0.0,Neutral
pánas,VB,verb,"to rub off, to erase, to wipe out.",0.0,Neutral
paná’,NN,noun,"arrow, bow.",0.0,Neutral
paná’ug,VB,verb,"to go down, to go downstairs.",0.0,Neutral
pang-…-un,VB,verbal affix,ginpangumústa akú ni presidénte márcos.,0.0,Neutral
pangabáy,VB,verb,"to request, to ask a favor.",0.402,Positive
pangabúdlay,NN,noun,"effort, hard work.",-0.103,Negative
pangabúdlay,VB,verb,"to work hard, to try to accomplish, to put effort into.",0.34,Positive
pangabúhi’,NN,noun,"life, way of life.",0.0,Neutral
pangádyi’,NN,noun,"prayer, meditation.",0.0,Neutral
pangádyi’,VB,verb,"to pray, to meditate, to contemplate.",0.318,Positive
pangáku’,NN,noun,"promise, oath, sworn statement.",0.318,Positive
pangáku’,VB,verb,"to swear, to promise, to commit.",0.511,Positive
pangáku’,NN,noun formative,magliwát.,0.0,Neutral
pangalikog,NN,noun,a probe,0.0,Neutral
pangalikog,VB,verb,a probe,0.0,Neutral
pangamúyu’,NN,noun,"prayer, supplication.",0.0,Neutral
pangamúyu’,VB,verb,"to pray, to supplicate, to entreat god.",0.527,Positive
panganud,NN,noun,cloud,0.0,Neutral
pangánud,NN,noun,cloud.,0.0,Neutral
pangáyaw,VB,verb,"to migrate, to transfer to a place temporarily, to move to a new place.",0.0,Neutral
pangáyu’,NN,noun,"request, demand, thing asked for.",-0.128,Negative
pangáyu’,VB,verb,"to ask, to request, to demand.",-0.128,Negative
pánggas,VB,verb,"to sow, to plant seeds by hand.",0.494,Positive
panginhásun,NN,noun,"sea shell, clam.",0.0,Neutral
pangíta’,NN,noun,"wage, earnings.",0.0,Neutral
pangíta’,VB,verb,"to look for, to search.",0.0,Neutral
pángpang,NN,noun,"brink, edge, coast, area close to a river or sea.",0.0,Neutral
pangúlu,NN,noun,"president, chief, leader.",0.0,Neutral
panihúl,NN,noun,whistle.,0.0,Neutral
panihúl,VB,verb,"to whistle, to be whistled at.",0.0,Neutral
panílag,VB,verb,"to watch, to scout, to observe surreptitiously.",0.0,Neutral
pánit,NN,noun,"skin, leather, bark.",0.0,Neutral
pánit,VB,verb,"to skin, to peel off.",0.0,Neutral
paní’id,NN,noun,"experience, observation.",0.0,Neutral
paní’id,VB,verb,"to observe, to experience.",0.0,Neutral
pani’údtu,NN,noun,lunch.,0.0,Neutral
pani’údtu,VB,verb,to eat lunch.,0.0,Neutral
pánsit,NN,noun,cooked noodles with mixed vegetables and dumplings.,-0.077,Negative
pantalón,NN,noun,pair of pants.,0.0,Neutral
pantálya,NN,noun,dummy.,0.0,Neutral
panúgyan,NN,noun,"suggestion, recommendation.",0.0,Neutral
panuláy,NN,noun,"evil, devil, temptation.",-0.869,Negative
panyága,NN,noun,lunch.,0.0,Neutral
panyága,VB,verb,to eat lunch.,0.0,Neutral
panyápun,NN,noun,"supper, dinner.",0.0,Neutral
panyápun,VB,verb,"to eat supper, to dine.",0.0,Neutral
pányu’,NN,noun,handkerchief.,0.0,Neutral
papá,NN,noun,father.,0.0,Neutral
pápa,NN,noun,roman catholic pope.,0.0,Neutral
pápas,VB,verb,"to exterminate, to destroy.",-0.542,Negative
papél,NN,noun,paper.,0.0,Neutral
pára,CC,conjunction,for.,0.0,Neutral
paráda,NN,noun,"parade, parking.",0.0,Neutral
paráda,VB,verb,"to hold a parade, to park a vehicle.",0.0,Neutral
parakáyda,NN,noun,parachute.,0.0,Neutral
paralísis,NN,noun,"paralysis, loss of sensation on any part of the body.",-0.318,Negative
paralítiku,NN,noun,"paralytic, crippled person.",0.0,Neutral
párapu,NN,noun,paragraph.,0.0,Neutral
para’ísu,NN,noun,paradise.,0.637,Positive
parého,RB,adverb,"same, similarly.",0.0,Neutral
parého,VB,verb,"to be the same, to be similar.",0.0,Neutral
parílya,NN,noun,broiling grill.,0.0,Neutral
páris,NN,noun,"pair, look-alike.",0.0,Neutral
pári’,NN,noun,"priest, minister, preacher.",0.0,Neutral
parmásya,NN,noun,"pharmacy, drug store.",0.0,Neutral
parmasyotika,NN,noun,pharmacist.,0.0,Neutral
párti,NN,noun,"part, division, piece.",0.0,Neutral
párti,RB,adverb,"about, in relation to.",0.0,Neutral
partído,NN,noun,political party.,0.402,Positive
parúl,NN,noun,"lantern, christmas lanterns.",0.0,Neutral
parút,VB,verb,to miss a card in gambling.,-0.153,Negative
paryente,NN,noun,"a relative
synonyms: relasyon, erensya",0.0,Neutral
paryénte,NN,noun,"relative, cousin.",0.0,Neutral
pásad,VB,verb,"to establish, to erect, to put up.",0.0,Neutral
pasagí’,JJ,adjective,simple.,0.0,Neutral
pasáhe,NN,noun,"passage, trip.;  passenger.",0.0,Neutral
pasahi,NN,noun,"extraordinary, exceptional, remarkable",0.598,Positive
pasahi,VB,verb,"extraordinary, exceptional, remarkable",0.598,Positive
pasák,NN,noun,fern.,0.0,Neutral
pasamáno,NN,noun,window sill.,0.0,Neutral
pasápása,VB,verb,to pass on from one hand to another.,0.494,Positive
pasapórte,NN,noun,passport.,0.0,Neutral
pasár,VB,verb,"to pass through, to be over, to go by.",0.0,Neutral
pasáw,NN,noun,croton plant.,0.0,Neutral
pasáy,VB,verb,to eat the main meat course without rice.,0.0,Neutral
pasáylu,VB,verb,"to forgive, to excuse.",0.34,Positive
pasénsya,NN,noun,"forgiveness, excuse.",0.34,Positive
pasénsya,VB,verb,"to forgive, to excuse.",0.34,Positive
pasílyo,NN,noun,"aisle, corridor.",0.0,Neutral
pasimpálad,VB,verb,"to take the risk, to chance it.",-0.026,Neutral
pásis,NN,noun,free pass.,0.511,Positive
paskíl,NN,noun,"placard, billboard.",0.0,Neutral
páskwa,NN,noun,christmas.,0.0,Neutral
páslaw,VB,verb,"to be caught red-handed, to fail, to lose.",-0.735,Negative
páspas,VB,verb,"to cut down as of trees, to fell many trees.",-0.273,Negative
passinhon,JJ,adjective,resident or inhabitant of passi,0.0,Neutral
passinhon,NN,noun,resident or inhabitant of passi,0.0,Neutral
pásta,NN,noun,"paste, tooth filling.",0.0,Neutral
pásta,VB,verb,"to paste on, to fill a tooth cavity.",0.0,Neutral
pastór,NN,noun,"shepherd, parish priest.",0.0,Neutral
pasulábi,VB,verb,"to prefer, to esteem, to give priority.",0.0,Neutral
pásung,NN,noun,native sack of woven palm leaves with the volume content of one cavan.,0.0,Neutral
pásu’,NN,noun,"burn, scorch on a person’s skin.",0.0,Neutral
pásu’,VB,verb,"to get burned, to get scorched.",0.0,Neutral
pásyar,NN,noun,"stroll, walk.",0.0,Neutral
pásyar,VB,verb,"to take a walk, to stroll.",0.0,Neutral
pasyénte,NN,noun,sick patient.,-0.511,Negative
pás’an,VB,verb,"to bear on the shoulder, to carry on the shoulder.",0.0,Neutral
patadyúng,NN,noun,native wrap-around skirt.,0.0,Neutral
pátag,JJ,adjective,"of land, plain, even, level.",0.0,Neutral
patalum,VB,verb,to sharpen or hone a blade,0.0,Neutral
patani,NN,noun,lima beans,0.0,Neutral
patáni’,NN,noun,pea pod.,0.0,Neutral
patarásak,JJ,adjective,eccentric.,0.0,Neutral
pátas,RB,adverb,"equally, evenly.",0.0,Neutral
pátas,VB,verb,"to come out equal, to result in a tie.",0.0,Neutral
patatas,NN,noun,a potato,0.0,Neutral
patáwad,NN,noun,"excuse, clemency, pardon.",0.382,Positive
patáwad,VB,verb,"to give clemency, to pardon, to forgive, to excuse.",0.572,Positive
patay,JJ,adjective,to kill,-0.691,Negative
patay,NN,noun,to kill,-0.691,Negative
patáy,NN,noun,"dead person, dead plant or animal, corpse.;  death.",-0.953,Negative
patáy,VB,verb,"to kill, to put to death.",-0.863,Negative
páti,VB,verb,"to believe, to obey, to be convinced.",0.402,Positive
pating,NN,noun,shark,0.0,Neutral
patíng,NN,noun,"pigeon, dove.",0.0,Neutral
patís,NN,noun,fish sauce made from marinated shrimps or fish.,0.0,Neutral
patí’,RB,adverb,"including, also, with, together with.",0.0,Neutral
pátpat,VB,verb,"to explain, to interpret, to translate.",0.0,Neutral
patron,NN,noun,"one who protects or supports; a defender or advocate.
c. 1590–1592 (date written), william shakespeare, “the taming of the shrew”, in mr. william shakespeares comedies, histories, & tragedies […] (first folio), london:  […]  isaac iaggard, and ed[ward] blount, published 1623, →oclc, [act iv, scene ii]:patron of my life and liberty
1590, edmund spenser, “book i, canto i”, in the faerie queene. […], london:  […]  [john wolfe] for william ponsonbie, →oclc:the patron of true holiness
1834–1838 (date written), thomas babington macaulay, “virginia”, in lays of ancient rome, london: longman, brown, green, and longmans, […], published 1842, →oclc, page 154:let him who works the client wrong beware the patron’s ire!
a guardian or intercessor; synonym of patron saint.
st. joseph is the patron of many different places.",0.812,Positive
pátu,NN,noun,duck.,0.0,Neutral
patugsíling,NN,noun,"consideration, thoughtfulness.",0.44,Positive
patugsíling,VB,verb,"to be considerate, to think of other’s feelings.",0.44,Positive
pátuk,VB,verb,"to begin to do, to invent, to create, to start, to organize.",0.273,Positive
patumbayá’,VB,verb,"to neglect, to abandon.",-0.71,Negative
patúnda’,NN,noun,warning.,-0.34,Negative
patúpátu,NN,noun,"fabrication, lie, made-up story.",0.0,Neutral
patúyang,VB,verb,"to expose extravagantly, to show-off.",-0.153,Negative
pátyu,NN,noun,"cemetery, tomb.",0.0,Neutral
pát’in,VB,verb,"to sign, to mark, to enter in the list.",0.0,Neutral
pát’ud,VB,verb,"to be sure, to make sure.",0.557,Positive
pawíkan,NN,noun,sea turtle.,0.0,Neutral
payág,NN,noun,"small hut, hovel.",0.0,Neutral
paya’ún,JJ,adjective,childish.,-0.296,Negative
payong,NN,noun,(historical) a parasol used as a javanese emblem of rank.,0.0,Neutral
páypay,VB,verb,"to fan for air, to beckon to, to call back with a hand gesture.",0.67,Positive
páyung,NN,noun,"umbrella, parasol.",0.0,Neutral
páyung,VB,verb,to wear an umbrella.,0.0,Neutral
pá’a,NN,noun,thigh.,0.0,Neutral
pa’álam,VB,verb,"to warn, to tell beforehand.",-0.103,Negative
pa’ánu,RB,adverb,how.,0.0,Neutral
pa’ayún,VB,verb,"to go towards, to make for, to point at.",0.0,Neutral
pa’ílub,VB,verb,"to bear patiently or humbly, to give way, to give the chance to others.",0.25,Positive
pa’ínu’ínu,NN,noun,"thought, idea.",0.0,Neutral
pa’ínu’ínu,VB,verb,"to think, to have the idea of.",0.0,Neutral
pa’ít,NN,noun,bitterness.,-0.402,Negative
pa’ít,JJ,adjective,bitter.,-0.421,Negative
pa’íway,VB,verb,"to repel, to avoid, to be careful of.",-0.153,Negative
pá’pa’,VB,verb,"to hammer, to strike a nail.",-0.128,Negative
pa’úli’,VB,verb,"to go home, to go back to the house.",0.0,Neutral
pa’úmud,VB,verb,"to abstain, to exercise patience.",0.0,Neutral
pa’ún,NN,noun,"bait, decoy.",0.0,Neutral
pá’un,VB,verb,"to isolate, to separate, to set aside.",-0.202,Negative
pa’úna,VB,verb,"to allow to go ahead, to be first.",0.226,Positive
pelígro,NN,noun,"risk, danger.",-0.67,Negative
pelikula,NN,noun,(photography) film (medium used to capture images),0.0,Neutral
pensyón,NN,noun,pension.,0.0,Neutral
pensyón,VB,verb,"to give a pension, to support through a pension.",0.402,Positive
péras,NN,noun,pear.,0.0,Neutral
peregríno,NN,noun,pilgrim.,0.0,Neutral
pérlas,NN,noun,pearl.,0.0,Neutral
péro,CC,conjunction,"but, however.",0.0,Neutral
personál,JJ,adjective,personal.,0.0,Neutral
peryódiko,NN,noun,newspaper.,0.0,Neutral
pesétas,NN,noun,twenty centavo coin.,0.0,Neutral
pétsa,NN,noun,"date, day of the week and month of the year.",0.0,Neutral
petsay,NN,noun,chinese cabbage (either napa cabbage or bok choy),0.0,Neutral
pidáso,NN,noun,"piece, one part, one bite.",0.0,Neutral
pigaw,JJ,adjective,"frail, weak",-0.44,Negative
pígaw,JJ,adjective,"frail, weak.",-0.44,Negative
pígaw,VB,verb,"to become weak, to become frail.",-0.44,Negative
pigtot,NN,noun,coccyx; tailbone,0.0,Neutral
pígus,VB,verb,"to oppress, to exploit.",-0.103,Negative
pihák,NN,noun,"other side, reverse, pair, half.",0.0,Neutral
pihák,VB,verb,"to cut in two parts, to divide in half.",-0.273,Negative
píhpih,VB,verb,to brush off with the hand.,0.494,Positive
pikít,JJ,adjective,"of clothes, tight.",0.0,Neutral
pikoy,NN,noun,"(anatomy, humorous) the penis
synonyms: buto, pisot",0.382,Positive
píkpik,VB,verb,"to pet, to pat on the back.",0.0,Neutral
pikún,JJ,adjective,"short-tempered, ill-natured.",0.0,Neutral
pikúy,NN,noun,parrot.,0.0,Neutral
pilá,RB,adverb,"how much, how many.",0.0,Neutral
píla,NN,noun,"line, queue.",0.0,Neutral
píla,VB,verb,to stand in line.,0.0,Neutral
pilak,NN,noun,silver,0.0,Neutral
pilak,VB,verb,silver,0.0,Neutral
pilák,VB,verb,"to throw, to cast away.",0.0,Neutral
pílak,NN,noun,"silver, coin, silver money.",0.0,Neutral
pilás,NN,noun,"wound, bruise, soreness.",0.0,Neutral
pildoras,NN,noun,pill,0.0,Neutral
pílduras,NN,noun,"medicine tablets, pill.",0.0,Neutral
píli,NN,noun,choice.,0.0,Neutral
píli,VB,verb,"to choose, to select, to elect.",0.0,Neutral
pílik,VB,verb,"of animals, to quiver, to shake.",-0.178,Negative
pilikulá,NN,noun,"movie film, movie show.",0.0,Neutral
pililion,NN,noun,"nominee, one who is worthy or desirable to be chosen",0.637,Positive
pilipínas,NN,noun,philippines.,0.0,Neutral
pilipíno,NN,noun,"filipino, citizen of the philippines.",0.0,Neutral
pilít,JJ,adjective,"sticky, clammy.",0.0,Neutral
pilít,VB,verb,"to stick on, to paste on.",0.0,Neutral
pílit,VB,verb,"to insist, to urge, to force, to compel.",0.0,Neutral
pilósopo,NN,noun,"philosopher, smark aleck.",0.0,Neutral
pílpil,VB,verb,"to weigh down, to put a weight on top.",0.202,Positive
pilú’,NN,noun,"fold of the dress, hem.",0.0,Neutral
pilú’,VB,verb,"to fold over, to make a fold.",0.0,Neutral
pimyénta,NN,noun,red or white pepper.,0.0,Neutral
pina-,JJ,adjective formative,formative affix designating superlative degree quality.,0.0,Neutral
pínggan,NN,noun,"plate, dish.",0.0,Neutral
piníkas,NN,noun,"one piece, sliced piece, cut up pieces.",-0.273,Negative
pínsar,NN,noun,"thought, idea.",0.0,Neutral
pínsar,VB,verb,"to think of, to have the idea that.",0.0,Neutral
pínta,NN,noun,paint.,0.0,Neutral
pínta,VB,verb,"to paint, to cover with paint.",0.0,Neutral
píntal,NN,noun,"bar, bolt.",0.0,Neutral
píntal,VB,verb,"to bolt, to bar an opening.",0.0,Neutral
píntas,JJ,adjective,"cruel, harsh, brutal.",-0.896,Negative
pintór,NN,noun,painter.,0.0,Neutral
píntuk,NN,noun,"dot, blot.",0.0,Neutral
pínu,JJ,adjective,"fine, dainty, skilled product.",0.202,Positive
pínu,VB,verb,"to refine, to produce something of fine workmanship, to smoothen.",0.202,Positive
pínya,NN,noun,pineapple.,0.0,Neutral
pípa,NN,noun,tobacco pipe.,0.0,Neutral
pípa,VB,verb,to smoke a pipe.,0.0,Neutral
pipínu,NN,noun,cucumber.,0.0,Neutral
pirásu,NN,noun,"piece, one part.",0.0,Neutral
piríku,NN,noun,parrot.,0.0,Neutral
pírma,NN,noun,signature.,0.0,Neutral
pírma,VB,verb,"to sign, to put one’s signature to.",0.0,Neutral
pírme,RB,adverb,"always, constantly.",0.0,Neutral
pírut,VB,verb,"to wink, to squint the eye.",0.0,Neutral
písan,JJ,adjective,"diligent, industrious.",0.0,Neutral
pisára,NN,noun,blackboard.,0.0,Neutral
písga’,VB,verb,"to pinch, to press, to squeeze to extract liquid.",0.0,Neutral
pisík,VB,verb,"to fly off or jump off, of shrimps and fish, to make a quick and sudden movement, to flip.",0.0,Neutral
pisíl,VB,verb,"to compress, to grip, to press, to press with the fingers.",0.0,Neutral
písi’,NN,noun,"string, cord.",0.0,Neutral
písngi,NN,noun,cheek.,0.0,Neutral
písngu’,NN,noun,"sob, sobbing sound.",-0.557,Negative
písngu’,VB,verb,to sob after weeping.,-0.599,Negative
písos,NN,noun,peso bill.,0.0,Neutral
píspis,NN,noun,bird.,0.0,Neutral
písta,NN,noun,"fiesta, religious feast day of a saint, variant of pyésta.",0.477,Positive
písti,NN,noun,"epidemic, pest, plague, drought.",0.0,Neutral
pisúk,NN,noun,moment.,0.0,Neutral
pisúk,VB,verb,to bat an eye.,0.0,Neutral
pisú’,NN,noun,chick.,0.0,Neutral
pitáka,NN,noun,"purse, handbag.",0.0,Neutral
pitála’,NN,noun,bolt.,0.0,Neutral
pitík,NN,noun,"beating, throbbing, flick.",-0.459,Negative
pitík,VB,verb,to flick another person with a finger.,0.0,Neutral
pítla’,JJ,adjective,gibberish.,0.0,Neutral
pito,NN,noun,a type of beer made from fermented millet or sorghum in parts of west africa.,0.0,Neutral
pito,NN,noun,a type of beer made from fermented millet or sorghum in parts of west africa.,0.0,Neutral
pítsil,NN,noun,pitcher.,0.0,Neutral
pitú,CD,numeral,seven.;  seventh; /napulug-/ seventeen; /ka-…-an/ seventy.,0.0,Neutral
pítu,NN,noun,whistle.,0.0,Neutral
pítu,VB,verb,"to blow a whistle, to whistle.",0.0,Neutral
piyansa,NN,noun,(law) bail,0.0,Neutral
piyansa,VB,verb,(law) bail,0.0,Neutral
