Word,Part of speech,affixation,meaning,example,English example,source
batiya,noun,,"wood-carved basin; washbowl
Synonym: dulang",,,https://en.wiktionary.org/wiki/batiya
bato,noun,,stone,,,https://en.wiktionary.org/wiki/bato
batobalani,noun,,a lodestone,,,https://en.wiktionary.org/wiki/batobalani
batobato,noun,,the blue sea chub (Kyphosus cinerascens),,,https://en.wiktionary.org/wiki/batobato
batog,noun,,(historical) A rod or cane used for corporal punishment in Russia.,,,https://en.wiktionary.org/wiki/batog
batok,noun,,bark (loud utterance by a dog),,,https://en.wiktionary.org/wiki/batok
batongmaidlak,noun,,diamond,,,https://en.wiktionary.org/wiki/batongmaidlak
batota,noun,,singular future passive participle of bati,,,https://en.wiktionary.org/wiki/batota
batungdaan,noun,,"monument (literally, old stone)",,,https://en.wiktionary.org/wiki/batungdaan
batuta,noun,,baton (stick used by conductors),,,https://en.wiktionary.org/wiki/batuta
bawod,noun,,"(Metro Cebu, Bohol, Leyte) alternative form of balod (“wave”)",,,https://en.wiktionary.org/wiki/bawod
bawod sang mga tudlo,noun,,"wave (literally, bent fingers)",,,https://en.wiktionary.org/wiki/bawod_sang_mga_tudlo
bay-ad,noun,,(especially of a corpse) supine; lying on its back; reclined,,,https://en.wiktionary.org/wiki/bay-ad
bayabas,noun,,guava (tree and fruit),,,https://en.wiktionary.org/wiki/bayabas
bayad,noun,,to pay,,,https://en.wiktionary.org/wiki/bayad
bayaw,noun,,"brother-in-law
Synonym: kunyado",,,https://en.wiktionary.org/wiki/bayaw
baybay,noun,,"sand, finely ground rock
Synonym: basod",,,https://en.wiktionary.org/wiki/baybay
baybayon,noun,,"beach; coast; shore
Synonym: tampi",,,https://en.wiktionary.org/wiki/baybayon
bayhon,noun,,"form, figure, shape
Synonym: porma",,,https://en.wiktionary.org/wiki/bayhon
bayo,noun,,(childish) a horse,,,https://en.wiktionary.org/wiki/bayo
bayo-bayo,noun,,pulse,,,https://en.wiktionary.org/wiki/bayo-bayo
bayoon,noun,,"fabric, textile",,,https://en.wiktionary.org/wiki/bayoon
beberon,noun,,third-person plural preterite indicative of beber,,,https://en.wiktionary.org/wiki/beberon
beka,noun,,"an ancient Biblical unit of weight, half a shekel",,,https://en.wiktionary.org/wiki/beka
belada sa eskwelahan,noun,,commencement,,,https://en.wiktionary.org/wiki/belada_sa_eskwelahan
belasyon,noun,,"vigil, wake",,,https://en.wiktionary.org/wiki/belasyon
bendisyon,noun,,"benediction, blessing",,,https://en.wiktionary.org/wiki/bendisyon
bendita,noun,,holy water,,,https://en.wiktionary.org/wiki/bendita
bentana,noun,,"window
Synonym: dungawan",,,https://en.wiktionary.org/wiki/bentana
berde,noun,,"A stringed instrument (chordophone) of Bosnian origin, a large guitar-shaped instrument that is played upright, using a plectrum.",,,https://en.wiktionary.org/wiki/berde
berso,noun,,verse (a poetic form or composition),,,https://en.wiktionary.org/wiki/berso
bibi,noun,,(India) A grandmother.,,,https://en.wiktionary.org/wiki/bibi
bibig,noun,,(anatomy) lip,,,https://en.wiktionary.org/wiki/bibig
bibingka,noun,,"A rice cake made using rice flour, sugar and coconut milk and wrapped in banana leaves.
2025 January 25, Michael Klein, “Long-awaited Filipino destination finally has an opening date”, in The Philadelphia Inquirer, volume 195, number 239, Philadelphia, Pa., →ISSN, →OCLC, page B9, columns 1 and 4:Nearly two years after starting work on their century-old building on Girard Avenue  […]  the lechon sisig bowls, ensaymada, and bibingka are expected to roll out of the kitchen starting Feb. 8.  […]  Besides house-made pastries such as calamansi doughnuts, ensaymada, bibingka, and ube handpies, breakfast options will include the Rich Tita with pork longganisa (a sausage similar to chorizo), egg, and Cooper sharp cheese;  […]",,,https://en.wiktionary.org/wiki/bibingka
bidyiw,noun,,"harpoon, spear",,,https://en.wiktionary.org/wiki/bidyiw
bigki,noun,,edge; rim; bank (of a river),,,https://en.wiktionary.org/wiki/bigki
bigote,noun,,moustache (hair on upper lip),,,https://en.wiktionary.org/wiki/bigote
bihag,noun,,captive (one who has been captured),,,https://en.wiktionary.org/wiki/bihag
bilad,noun,,"(of a book) display, unfold, open",,,https://en.wiktionary.org/wiki/bilad
bilanggoan,noun,,"prison
Synonym: prisohan",,,https://en.wiktionary.org/wiki/bilanggoan
bilas,noun,,co-sibling-in-law,,,https://en.wiktionary.org/wiki/bilas
bilat,noun,,"(informal) A bilateral meeting.
2004, Harvey J. Langholtz, Chris E. Stout, The psychology of diplomacy, page 12:The bilats will often be no more than a few minutes, long enough to say hello and snap some photos […]
2009 July 8, Peter Baker, “Family Night for Obamas Miffs Some in Moscow”, in New York Times‎[1]:The club is “a place to see and be seen,” as its Web site says — that is, unless you are a visiting president who after a day and a half of blinis, beluga and bilats (the diplo term for “bilateral meetings”) just wants to hang out with the clan.
2024 September 24, Jennifer Peltz, “Your short glossary to UN General Assembly meeting lingo”, in PBS NewsHour‎[2], PBS, retrieved 25 September 2024:BILATERAL (or “bilat,” for short): Private meetings between leaders of one country and another. Some argue the real value of UNGA lies in these tête-à-têtes and other personal, off-camera encounters among decision-makers.",,,https://en.wiktionary.org/wiki/bilat
bilin,noun,,(biochemistry) Any of various biological pigments formed in many organisms as a metabolic product of certain porphyrins.,,,https://en.wiktionary.org/wiki/bilin
biling,noun,,present participle and gerund of bile,,,https://en.wiktionary.org/wiki/biling
bilog-bilog,noun,,diminutive of bilóg,,,https://en.wiktionary.org/wiki/bilog-bilog
bilogon,noun,,a cane or cudgel,,,https://en.wiktionary.org/wiki/bilogon
bilugon,noun,,alternative spelling of bilogón,,,https://en.wiktionary.org/wiki/bilugon
binabaye,noun,,a rooster with hen feathering,,,https://en.wiktionary.org/wiki/binabaye
binangon,noun,,to rise,,,https://en.wiktionary.org/wiki/binangon
binhi,noun,,seed,,,https://en.wiktionary.org/wiki/binhi
binilanggo,noun,,"prisoner; inmate; convict
Synonyms: piniriso, priso",,,https://en.wiktionary.org/wiki/binilanggo
bino,noun,,(physics) The superpartner of the gauge boson corresponding to weak hypercharge. The W and Z bosons are electroweakinos: winos and binos.,,,https://en.wiktionary.org/wiki/bino
binudngan,noun,,"a handspun cloth, fabric, or textile",,,https://en.wiktionary.org/wiki/binudngan
binuhatan,noun,,"work, deed",,,https://en.wiktionary.org/wiki/binuhatan
bioleta,noun,,violet (color),,,https://en.wiktionary.org/wiki/bioleta
bisan diin,noun,,"everywhere, somewhere, wherever",,,https://en.wiktionary.org/wiki/bisan_diin
bisan sin-o,noun,,"anybody, whoever",,,https://en.wiktionary.org/wiki/bisan_sin-o
bisikleta,noun,,bicycle,,,https://en.wiktionary.org/wiki/bisikleta
bisita,noun,,visit,,,https://en.wiktionary.org/wiki/bisita
biskwit,noun,,alternative form of biskuwit,,,https://en.wiktionary.org/wiki/biskwit
bisyo,noun,,"bad, wicked, naughty, disobedient",,,https://en.wiktionary.org/wiki/bisyo
bitas,noun,,to rip; to tear apart,,,https://en.wiktionary.org/wiki/bitas
bitik,noun,,flea,,,https://en.wiktionary.org/wiki/bitik
bitin,noun,,"a snake; a legless reptile of the sub-order Serpentes with a long, thin body and a fork-shaped tongue",,,https://en.wiktionary.org/wiki/bitin
bitok,noun,,"any of the parasitic hookworms, roundworms, tapeworms and whipworms in humans and animals",,,https://en.wiktionary.org/wiki/bitok
bitoon,noun,,misspelling of bituon,,,https://en.wiktionary.org/wiki/bitoon
Biyernes,noun,,Friday,,,https://en.wiktionary.org/wiki/Biyernes
bobo,noun,,"A materialistic person who affects an anti-materialistic persona.
2000, David Brooks, Bobos in Paradise […] , Simon & Schuster, →ISBN, page 207:The small things—an olive grove or a small chapel—take on greater meaning to a Bobo on vacation.
2011 April 12, Alex Lobrano, “Bobo Heaven in Paris”, in T Magazine‎[1], retrieved 26 June 2019:Peruse the Paris papers these days and you'll notice an obsession with bobos: no, they're not a team of cheerleaders or a troupe of clowns, but rich, artsy types known as  bourgeois bohemians,  who are now pretty much the tip of Parisian tastemakers. So when friends who were recently staying in Saint Germain des Pres asked me where to go to people watch, I told them to head for the Ninth Arrondissement  citadel of bobo cool.",,,https://en.wiktionary.org/wiki/bobo
bodega,noun,,"A storehouse for maturing wine, a winery.",,,https://en.wiktionary.org/wiki/bodega
bohawi,noun,,"cyclone, whirlwind",,,https://en.wiktionary.org/wiki/bohawi
bohok,noun,,hair,,,https://en.wiktionary.org/wiki/bohok
bokabularyo,noun,,vocabulary,,,https://en.wiktionary.org/wiki/bokabularyo
bokbok,noun,,a type of boring insect,,,https://en.wiktionary.org/wiki/bokbok
boko-boko,noun,,ankle,,,https://en.wiktionary.org/wiki/boko-boko
bokol,noun,,plural of bakál,,,https://en.wiktionary.org/wiki/bokol
bola,noun,,A throwing weapon made of weights on the ends of a cord.,,,https://en.wiktionary.org/wiki/bola
bolkan,noun,,volcano,,,https://en.wiktionary.org/wiki/bolkan
botones,noun,,plural of botón,,,https://en.wiktionary.org/wiki/botones
budhi,noun,,to betray,,,https://en.wiktionary.org/wiki/budhi
budiong,noun,,trumpet; horn,,,https://en.wiktionary.org/wiki/budiong
budyong,noun,,a marine gastropod of the family Strombidae which lives in its own spiral shell,,,https://en.wiktionary.org/wiki/budyong
bug-at,noun,,"heavy
Antonym: gaan",,,https://en.wiktionary.org/wiki/bug-at
bugas,noun,,"milled rice, white rice",,,https://en.wiktionary.org/wiki/bugas
bugay,noun,,to give,,,https://en.wiktionary.org/wiki/bugay
bugkos,noun,,"bundle, parcel",,,https://en.wiktionary.org/wiki/bugkos
bugsay,noun,,"oar, paddle",,,https://en.wiktionary.org/wiki/bugsay
buhaha,noun,,"heedless, lavish, prodigal, wasteful",,,https://en.wiktionary.org/wiki/buhaha
buhat,noun,,"raise; lift; act of picking up something heavy
Synonyms: alsa, tuon",,,https://en.wiktionary.org/wiki/buhat
buhin,noun,,subtraction,,,https://en.wiktionary.org/wiki/buhin
buhis,noun,,alternative form of buwis,,,https://en.wiktionary.org/wiki/buhis
buho,noun,,"crevice, hole, opening, perforation, pit, vent",,,https://en.wiktionary.org/wiki/buho
buho-buho,noun,,"diminutive of búhò: a small hole, perforation, or pore",,,https://en.wiktionary.org/wiki/buho-buho
buhok,noun,,hair (on head),,,https://en.wiktionary.org/wiki/buhok
bukad,noun,,to expand,,,https://en.wiktionary.org/wiki/bukad
bukal,noun,,"spring (body of water)
Synonym: burabod",,,https://en.wiktionary.org/wiki/bukal
bukana,noun,,mouth (of a river),,,https://en.wiktionary.org/wiki/bukana
bukaw,noun,,"the Philippine hawk-owl; a species complex of owls, in the family Strigidae, endemic to the Philippines",,,https://en.wiktionary.org/wiki/bukaw
bukid,noun,,mountain,,,https://en.wiktionary.org/wiki/bukid
bukidnon,noun,,rural,,,https://en.wiktionary.org/wiki/bukidnon
bulador,noun,,kite,,,https://en.wiktionary.org/wiki/bulador
bulak,noun,,An Indian nose ring usually worn by married women.,,,https://en.wiktionary.org/wiki/bulak
bulak-bulak,noun,,diminutive of búlak,,,https://en.wiktionary.org/wiki/bulak-bulak
bulakbol,noun,,"truancy
Synonyms: lakuwatsa, luok",,,https://en.wiktionary.org/wiki/bulakbol
bulalakaw,noun,,"(astronomy) meteorite, shooting star",,,https://en.wiktionary.org/wiki/bulalakaw
bulan,noun,,moon,,,https://en.wiktionary.org/wiki/bulan
bulang,noun,,"cockfight
Synonyms: topada, sabong",,,https://en.wiktionary.org/wiki/bulang
bulangan,noun,,cockpit (enclosure for cockfights),,,https://en.wiktionary.org/wiki/bulangan
bulawan,noun,,"gold (element)
Synonym: oro",,,https://en.wiktionary.org/wiki/bulawan
bulawanon,noun,,"made of, or relating to, gold",,,https://en.wiktionary.org/wiki/bulawanon
bulbul,noun,,"Any of several passerine songbirds, of the family Pycnonotidae (currently, 27 genera recognized), native to Africa and Eurasia.",,,https://en.wiktionary.org/wiki/bulbul
buli,noun,,(botany) fluttering elm (Ulmus laevis),,,https://en.wiktionary.org/wiki/buli
bulig,noun,,a bunch or stem of bananas,,,https://en.wiktionary.org/wiki/bulig
buling,noun,,"dirt, soot, stain",,,https://en.wiktionary.org/wiki/buling
bulinga,noun,,the ovary; the lower part of a pistil or carpel that bears ovules and ripens into fruit,,,https://en.wiktionary.org/wiki/bulinga
bulto,noun,,bale,,,https://en.wiktionary.org/wiki/bulto
buluadan,noun,,where animals are bred,,,https://en.wiktionary.org/wiki/buluadan
buluhatan,noun,,workshop,,,https://en.wiktionary.org/wiki/buluhatan
buluhaton,noun,,errand; task,,,https://en.wiktionary.org/wiki/buluhaton
bulukutan,noun,,"enclosure, pen",,,https://en.wiktionary.org/wiki/bulukutan
bululngan,noun,,"clinic, hospital, medical center",,,https://en.wiktionary.org/wiki/bululngan
bululngon,noun,,sick person,,,https://en.wiktionary.org/wiki/bululngon
bulunakan,noun,,"laundry, laundry room, wash",,,https://en.wiktionary.org/wiki/bulunakan
bulung,noun,,"drug, medicine",,,https://en.wiktionary.org/wiki/bulung
bulungan,noun,,"spindle, spinning wheel",,,https://en.wiktionary.org/wiki/bulungan
bulus,noun,,the beginning of a flood in a flooded river,,,https://en.wiktionary.org/wiki/bulus
bulutangan,noun,,"holder, rack",,,https://en.wiktionary.org/wiki/bulutangan
buluthoan,noun,,"place of reunion, meetinghouse",,,https://en.wiktionary.org/wiki/buluthoan
bumulutho,noun,,"schoolboy, schoolgirl, student",,,https://en.wiktionary.org/wiki/bumulutho
bun-ag,noun,,birth,,,https://en.wiktionary.org/wiki/bun-ag
bunang,noun,,"thread, yarn",,,https://en.wiktionary.org/wiki/bunang
bunit,noun,,"(fishing): angle, hook",,,https://en.wiktionary.org/wiki/bunit
buntug,noun,,stye,,,https://en.wiktionary.org/wiki/buntug
bunyag,noun,,"baptism
Synonym: bawtismo",,,https://en.wiktionary.org/wiki/bunyag
bungalon,noun,,the Indian mangrove (Avicennia officinalis),,,https://en.wiktionary.org/wiki/bungalon
bungansiso,noun,,whale,,,https://en.wiktionary.org/wiki/bungansiso
bunghay,noun,,a party or group of people,,,https://en.wiktionary.org/wiki/bunghay
bungil,noun,,harelip,,,https://en.wiktionary.org/wiki/bungil
bungot,noun,,"facial hair, especially the moustache",,,https://en.wiktionary.org/wiki/bungot
bungul,noun,,stupid,,,https://en.wiktionary.org/wiki/bungul
burangos,noun,,beard,,,https://en.wiktionary.org/wiki/burangos
burus,noun,,toothbrush,,,https://en.wiktionary.org/wiki/burus
busal,noun,,(Maasina) thigh,,,https://en.wiktionary.org/wiki/busal
busay,noun,,waterfall,,,https://en.wiktionary.org/wiki/busay
busilak,noun,,"limestone, marble",,,https://en.wiktionary.org/wiki/busilak
buslot,noun,,a hole; an opening,,,https://en.wiktionary.org/wiki/buslot
busol,noun,,"push
Synonyms: tulod, tuldang, ugsod",,,https://en.wiktionary.org/wiki/busol
buta,noun,,Alternative form of boteh.,,,https://en.wiktionary.org/wiki/buta
butakal,noun,,"a male pig; a boar kept for breeding purposes
Antonym: dulag",,,https://en.wiktionary.org/wiki/butakal
butang,noun,,"that which is considered to exist as a separate entity, object, quality or concept",,,https://en.wiktionary.org/wiki/butang
butang-butang,noun,,"calumny, libel, or slander",,,https://en.wiktionary.org/wiki/butang-butang
buti,noun,,"barrel, cask",,,https://en.wiktionary.org/wiki/buti
butig,noun,,wart,,,https://en.wiktionary.org/wiki/butig
butigon,noun,,"misleading, sly",,,https://en.wiktionary.org/wiki/butigon
butiti,noun,,pufferfish,,,https://en.wiktionary.org/wiki/butiti
butkon,noun,,"(anatomy) arm
Synonym: braso",,,https://en.wiktionary.org/wiki/butkon
buto,noun,,"(anatomy) penis
Synonyms: pikoy, pisot",,,https://en.wiktionary.org/wiki/buto
butwas,noun,,raise something to the surface,,,https://en.wiktionary.org/wiki/butwas
buyog,noun,,a bumblebee,,,https://en.wiktionary.org/wiki/buyog
buyug,noun,,wasp,,,https://en.wiktionary.org/wiki/buyug
daay,noun,,a lump of earth,,,https://en.wiktionary.org/wiki/daay
dabudabu,noun,,shower,,,https://en.wiktionary.org/wiki/dabudabu
dado,noun,,(architecture) The section of a pedestal above the base.,,,https://en.wiktionary.org/wiki/dado
dag-on,noun,,year,,,https://en.wiktionary.org/wiki/dag-on
daga,noun,,dagger,,,https://en.wiktionary.org/wiki/daga
